course_id,course_title,subject,level,num_subscribers,num_reviews,price,content_duration,combined_features
445916,excel dashboard interactive excel dashboard and charts,business finance,all levels,843,54,30,3.0,excel dashboard interactive excel dashboard and charts business finance all levels
267984,accounting 101 learn business finance forecasting in 60mins,business finance,all levels,1730,12,95,1.5,accounting 101 learn business finance forecasting in 60mins business finance all levels
180362,the securities trade lifecycle,business finance,all levels,1182,110,50,4.0,the securities trade lifecycle business finance all levels
364810,double your forex account using the magic ma trading robot,business finance,intermediate level,1160,117,65,2.5,double your forex account using the magic ma trading robot business finance intermediate level
692722,technical analysis 101 how to profit during market crashes,business finance,all levels,1730,18,95,2.0,technical analysis 101 how to profit during market crashes business finance all levels
298558,advanced accounting for investment banking,business finance,intermediate level,1260,80,50,4.0,advanced accounting for investment banking business finance intermediate level
480752,investing in stocks with 10 simple rules,business finance,all levels,871,79,95,2.0,investing in stocks with 10 simple rules business finance all levels
637922,venture capital. what is it and why it matters to you,business finance,all levels,1566,48,50,2.5,venture capital. what is it and why it matters to you business finance all levels
337320,cash flow valuation develop your financial literacy,business finance,all levels,2987,23,105,2.0,cash flow valuation develop your financial literacy business finance all levels
876646,direction independ trading elite forex traders strategy,business finance,all levels,973,15,120,2.5,direction independ trading elite forex traders strategy business finance all levels
529424,how to become a financial analyst from scratch,business finance,beginner level,2177,31,40,5.0,how to become a financial analyst from scratch business finance beginner level
720814,first steps to trading the forexmarkets technical analysis,business finance,beginner level,1772,19,35,3.5,first steps to trading the forexmarkets technical analysis business finance beginner level
515326,financial analysis compare performance of companies,business finance,all levels,1850,40,20,1.0,financial analysis compare performance of companies business finance all levels
